"i","x","y"
2657,0.1142578125,-0.5625
2146,0.115234375,-0.5634765625
2660,0.115234375,-0.5625
2145,0.1162109375,-0.564453125
2147,0.1162109375,-0.5634765625
2188,0.1171875,-0.564453125
2190,0.1171875,-0.5634765625
2184,0.119140625,-0.56640625
2163,0.1201171875,-0.5673828125
2185,0.1201171875,-0.56640625
2174,0.12109375,-0.5673828125
2196,0.12109375,-0.56640625
2173,0.1220703125,-0.568359375
2170,0.123046875,-0.5693359375
2176,0.123046875,-0.568359375
2171,0.1240234375,-0.5693359375
3727,0.125,-0.5703125
3729,0.125,-0.5693359375
2177,0.1240234375,-0.568359375
2175,0.1220703125,-0.5673828125
2183,0.1181640625,-0.5654296875
2186,0.119140625,-0.5654296875
2189,0.1181640625,-0.564453125
2268,0.0615234375,-0.5009765625
3257,0.0625,-0.501953125
3259,0.0625,-0.5009765625
2267,0.060546875,-0.5
2269,0.0615234375,-0.5
2344,0.0927734375,-0.5419921875
2799,0.09375,-0.54296875
2801,0.09375,-0.5419921875
2349,0.091796875,-0.541015625
2350,0.0927734375,-0.541015625
2348,0.0908203125,-0.5400390625
2351,0.091796875,-0.5400390625
2412,0.08984375,-0.5390625
2413,0.0908203125,-0.5390625
2393,0.0849609375,-0.533203125
2430,0.0859375,-0.5341796875
2436,0.0859375,-0.533203125
3003,0.0830078125,-0.53125
2394,0.083984375,-0.5322265625
3006,0.083984375,-0.53125
2395,0.0849609375,-0.5322265625
2403,0.0888671875,-0.5380859375
2414,0.08984375,-0.5380859375
2408,0.087890625,-0.537109375
2409,0.0888671875,-0.537109375
2407,0.0869140625,-0.5361328125
2410,0.087890625,-0.5361328125
2429,0.0869140625,-0.53515625
2432,0.087890625,-0.53515625
2431,0.0869140625,-0.5341796875
2515,0.1083984375,-0.5576171875
2672,0.109375,-0.55859375
2674,0.109375,-0.5576171875
2520,0.107421875,-0.556640625
2521,0.1083984375,-0.556640625
2519,0.1064453125,-0.5556640625
2522,0.107421875,-0.5556640625
2595,0.10546875,-0.5546875
2596,0.1064453125,-0.5546875
2570,0.1005859375,-0.5498046875
2611,0.1015625,-0.55078125
2613,0.1015625,-0.5498046875
2575,0.099609375,-0.548828125
2576,0.1005859375,-0.548828125
2574,0.0986328125,-0.5478515625
2577,0.099609375,-0.5478515625
2783,0.09765625,-0.546875
2784,0.0986328125,-0.546875
2586,0.1044921875,-0.5537109375
2597,0.10546875,-0.5537109375
2591,0.103515625,-0.552734375
2592,0.1044921875,-0.552734375
2590,0.1025390625,-0.5517578125
2593,0.103515625,-0.5517578125
2612,0.1025390625,-0.55078125
2653,0.1123046875,-0.560546875
2658,0.11328125,-0.5615234375
2664,0.11328125,-0.560546875
2651,0.1103515625,-0.5595703125
2652,0.111328125,-0.560546875
2654,0.111328125,-0.5595703125
2673,0.1103515625,-0.55859375
2655,0.1123046875,-0.5595703125
2659,0.1142578125,-0.5615234375
2774,0.0966796875,-0.5458984375
2785,0.09765625,-0.5458984375
2779,0.095703125,-0.544921875
2780,0.0966796875,-0.544921875
2778,0.0947265625,-0.5439453125
2781,0.095703125,-0.5439453125
2800,0.0947265625,-0.54296875
2943,0.0771484375,-0.5234375
3028,0.078125,-0.5244140625
3075,0.078125,-0.5234375
2947,0.0751953125,-0.521484375
2944,0.076171875,-0.5224609375
2950,0.076171875,-0.521484375
2945,0.0771484375,-0.5224609375
2949,0.0751953125,-0.5205078125
2952,0.076171875,-0.5205078125
2970,0.07421875,-0.51953125
2971,0.0751953125,-0.51953125
2961,0.0732421875,-0.5185546875
2972,0.07421875,-0.5185546875
2966,0.072265625,-0.517578125
2967,0.0732421875,-0.517578125
3169,0.0712890625,-0.515625
2968,0.072265625,-0.5166015625
3172,0.072265625,-0.515625
2969,0.0732421875,-0.5166015625
3001,0.0810546875,-0.5283203125
3010,0.08203125,-0.529296875
3012,0.08203125,-0.5283203125
3022,0.080078125,-0.52734375
3023,0.0810546875,-0.52734375
3004,0.08203125,-0.5302734375
3005,0.0830078125,-0.5302734375
3011,0.0830078125,-0.529296875
3021,0.0791015625,-0.5263671875
3024,0.080078125,-0.5263671875
3026,0.078125,-0.525390625
3027,0.0791015625,-0.525390625
3029,0.0791015625,-0.5244140625
3135,0.0693359375,-0.5126953125
3176,0.0703125,-0.513671875
3178,0.0703125,-0.5126953125
3156,0.068359375,-0.51171875
3157,0.0693359375,-0.51171875
3222,0.0654296875,-0.5078125
3162,0.06640625,-0.5087890625
3233,0.06640625,-0.5078125
3161,0.0673828125,-0.509765625
3158,0.068359375,-0.5107421875
3164,0.068359375,-0.509765625
3159,0.0693359375,-0.5107421875
3163,0.0673828125,-0.5087890625
3170,0.0703125,-0.5146484375
3171,0.0712890625,-0.5146484375
3177,0.0712890625,-0.513671875
3224,0.0654296875,-0.5068359375
3235,0.06640625,-0.5068359375
3229,0.064453125,-0.505859375
3230,0.0654296875,-0.505859375
3228,0.0634765625,-0.5048828125
3231,0.064453125,-0.5048828125
