"mm","m0","mp","0m","00","0p","pm","p0","pp","nx_mm","nx_m0","nx_mp","nx_0m","nx_00","nx_0p","nx_pm","nx_p0","nx_pp","ny_mm","ny_m0","ny_mp","ny_0m","ny_00","ny_0p","ny_pm","ny_p0","ny_pp","hk","ihk"
-1.53038201795765,-0.711074549093796,0.0632493577721531,-1.01936471123373,-0.147924956486073,0.685828101941171,-0.592105509489307,0.322876552272754,1.21294858032498,0.549359759681935,0.603530128733056,0.668671468097775,0.469146107406179,0.518485413282344,0.580493920425419,0.383711718616807,0.424285206680158,0.478055286122051,0.835585934803959,0.79734019321207,0.743557978742725,0.883120563629695,0.855086472944951,0.81426458129353,0.923452931662538,0.905528609924819,0.878329746399816,0.1258352859858,0.129202600859225
-1.9141365181258,-1.01936471123373,-0.147924956486073,-1.52344684206827,-0.592105509489307,0.322876552272754,-1.21177371245349,-0.252183300601851,0.697832691777856,0.429388939267786,0.469146107406179,0.518485413282344,0.35104151366752,0.383711718616807,0.424285206680158,0.272776861159202,0.297060673118579,0.327519842862582,0.903119670273262,0.883120563629695,0.855086472944951,0.936359896451154,0.923452931662538,0.905528609924819,0.962077327461849,0.954858605494204,0.944844300682006,0.108516451319196,0.109727236594569
-1.01936471123373,-0.147924956486073,0.685828101941171,-0.592105509489307,0.322876552272754,1.21294858032498,-0.252183300601851,0.697832691777856,1.63427126394514,0.469146107406179,0.518485413282344,0.580493920425419,0.383711718616807,0.424285206680158,0.478055286122051,0.297060673118579,0.327519842862582,0.367907433959913,0.883120563629695,0.855086472944951,0.81426458129353,0.923452931662538,0.905528609924819,0.878329746399816,0.954858605494204,0.944844300682006,0.929862419950948,0.113881670271367,0.115431228045894
-1.52344684206827,-0.592105509489307,0.322876552272754,-1.21177371245349,-0.252183300601851,0.697832691777856,-0.97763931576583,0.00198136428287025,0.976795194848949,0.35104151366752,0.383711718616807,0.424285206680158,0.272776861159202,0.297060673118579,0.327519842862582,0.196854720552516,0.213048815684141,0.233285636000557,0.936359896451154,0.923452931662538,0.905528609924819,0.962077327461849,0.954858605494204,0.944844300682006,0.980432669282389,0.977041555992162,0.972408253788405,0.0968164917091753,0.097374259979154
-0.592105509489307,0.322876552272754,1.21294858032498,-0.252183300601851,0.697832691777856,1.63427126394514,0.00198136428287025,0.976795194848949,1.94561822956926,0.383711718616807,0.424285206680158,0.478055286122051,0.297060673118579,0.327519842862582,0.367907433959913,0.213048815684141,0.233285636000557,0.259317396719547,0.923452931662538,0.905528609924819,0.878329746399816,0.954858605494204,0.944844300682006,0.929862419950948,0.977041555992162,0.972408253788405,0.96579215556899,0.100846816420221,0.10155206017878
-2.06222762977575,-1.41247922426441,-0.838542008060514,-1.35419118705528,-0.64359341580642,-0.00593246426425818,-0.711074549093796,0.0632493577721531,0.767232846682426,0.733556941733907,0.791026882220473,0.850268091626858,0.675571923784266,0.738272628894346,0.807318562280521,0.603530128733056,0.668671468097775,0.745633910818289,0.679627996211161,0.611781392005803,0.526349857377411,0.737294090437748,0.674502428035238,0.590115869128524,0.79734019321207,0.743557978742725,0.666355814139731,0.146217511047379,0.148665382627873
-2.11819167335876,-1.35419118705528,-0.64359341580642,-1.53038201795765,-0.711074549093796,0.0632493577721531,-1.01936471123373,-0.147924956486073,0.685828101941171,0.620294949785227,0.675571923784266,0.738272628894346,0.549359759681935,0.603530128733056,0.668671468097775,0.469146107406179,0.518485413282344,0.580493920425419,0.784368647557348,0.737294090437748,0.674502428035238,0.835585934803959,0.79734019321207,0.743557978742725,0.883120563629695,0.855086472944951,0.81426458129353,0.135413615208126,0.138738289630182
-1.35419118705528,-0.64359341580642,-0.00593246426425818,-0.711074549093796,0.0632493577721531,0.767232846682426,-0.147924956486073,0.685828101941171,1.46476954921935,0.675571923784266,0.738272628894346,0.807318562280521,0.603530128733056,0.668671468097775,0.745633910818289,0.518485413282344,0.580493920425419,0.660254434741372,0.737294090437748,0.674502428035238,0.590115869128524,0.79734019321207,0.743557978742725,0.666355814139731,0.855086472944951,0.81426458129353,0.7510419970976,0.141507450399801,0.146939555417554
-0.711074549093796,0.0632493577721531,0.767232846682426,-0.147924956486073,0.685828101941171,1.46476954921935,0.322876552272754,1.21294858032498,2.06544873197856,0.603530128733056,0.668671468097775,0.745633910818289,0.518485413282344,0.580493920425419,0.660254434741372,0.424285206680158,0.478055286122051,0.550792326057305,0.79734019321207,0.743557978742725,0.666355814139731,0.855086472944951,0.81426458129353,0.7510419970976,0.905528609924819,0.878329746399816,0.834642326722281,0.13294045451831,0.13608127826406
-1.41247922426441,-0.838542008060514,-0.359877614807264,-0.64359341580642,-0.00593246426425818,0.530160376444545,0.0632493577721531,0.767232846682426,1.3775817980394,0.791026882220473,0.850268091626858,0.906122442712012,0.738272628894346,0.807318562280521,0.87668549443411,0.668671468097775,0.745633910818289,0.82987075881584,0.611781392005803,0.526349857377411,0.423015506587663,0.674502428035238,0.590115869128524,0.481063970640932,0.743557978742725,0.666355814139731,0.557955664602863,0.148137886481778,0.15291145103338
-0.64359341580642,-0.00593246426425818,0.530160376444545,0.0632493577721531,0.767232846682426,1.3775817980394,0.685828101941171,1.46476954921935,2.16255373959412,0.738272628894346,0.807318562280521,0.87668549443411,0.668671468097775,0.745633910818289,0.82987075881584,0.580493920425419,0.660254434741372,0.75724027863816,0.674502428035238,0.590115869128524,0.481063970640932,0.743557978742725,0.666355814139731,0.557955664602863,0.81426458129353,0.7510419970976,0.653136402605153,0.14655219639747,0.148997816341192
-2.17723311597877,-1.21177371245349,-0.252183300601851,-1.95986455069401,-0.97763931576583,0.00198136428287025,-1.81077946006566,-0.817867387766716,0.173990955001697,0.252822198618701,0.272776861159202,0.297060673118579,0.183179732522953,0.196854720552516,0.213048815684141,0.117130778025064,0.125283024709903,0.134617908150215,0.96751275747951,0.962077327461849,0.954858605494204,0.983079440123137,0.980432669282389,0.977041555992162,0.993116499127491,0.992121042877097,0.990897582399544,0.083437701465868,0.0839542262296988
-1.21177371245349,-0.252183300601851,0.697832691777856,-0.97763931576583,0.00198136428287025,0.976795194848949,-0.817867387766716,0.173990955001697,1.16412096165419,0.272776861159202,0.297060673118579,0.327519842862582,0.196854720552516,0.213048815684141,0.233285636000557,0.125283024709903,0.134617908150215,0.146157798229562,0.962077327461849,0.954858605494204,0.944844300682006,0.980432669282389,0.977041555992162,0.972408253788405,0.992121042877097,0.990897582399544,0.98926128905193,0.0855676622636996,0.0862139481020335
-1.95986455069401,-0.97763931576583,0.00198136428287025,-1.81077946006566,-0.817867387766716,0.173990955001697,-1.72553464618582,-0.727006549996371,0.271243425585951,0.183179732522953,0.196854720552516,0.213048815684141,0.117130778025064,0.125283024709903,0.134617908150215,0.0558042942693196,0.0593964282152632,0.0634900536130993,0.983079440123137,0.980432669282389,0.977041555992162,0.993116499127491,0.992121042877097,0.990897582399544,0.99844172626203,0.998234473615928,0.997982471335146,0.0742320300145493,0.0742183736735086
-0.97763931576583,0.00198136428287025,0.976795194848949,-0.817867387766716,0.173990955001697,1.16412096165419,-0.727006549996371,0.271243425585951,1.26906343092345,0.196854720552516,0.213048815684141,0.233285636000557,0.125283024709903,0.134617908150215,0.146157798229562,0.0593964282152632,0.0634900536130993,0.0684547937615068,0.980432669282389,0.977041555992162,0.972408253788405,0.992121042877097,0.990897582399544,0.98926128905193,0.998234473615928,0.997982471335146,0.997654219261899,0.0754101834590148,0.0753731534797932
-1.81077946006566,-0.817867387766716,0.173990955001697,-1.72553464618582,-0.727006549996371,0.271243425585951,-1.69914068763789,-0.699056137968669,0.300977744593854,0.117130778025064,0.125283024709903,0.134617908150215,0.0558042942693196,0.0593964282152632,0.0634900536130993,-0.000566800790518839,-0.000501155690884932,-0.00042358399034602,0.993116499127491,0.992121042877097,0.990897582399544,0.99844172626203,0.998234473615928,0.997982471335146,0.999999839368419,0.999999874421479,0.999999910288298,0.0661417669989669,0.0662298671732848
-0.817867387766716,0.173990955001697,1.16412096165419,-0.727006549996371,0.271243425585951,1.26906343092345,-0.699056137968669,0.300977744593854,1.30102668500313,0.125283024709903,0.134617908150215,0.146157798229562,0.0593964282152632,0.0634900536130993,0.0684547937615068,-0.000501155690884932,-0.00042358399034602,-0.000310368141179305,0.992121042877097,0.990897582399544,0.98926128905193,0.998234473615928,0.997982471335146,0.997654219261899,0.999999874421479,0.999999910288298,0.999999951835807,0.0666128295742696,0.0666932653502218
-1.7266684574536,-1.69914068763789,-1.72553464618582,-0.728008920857004,-0.699056137968669,-0.727006549996371,0.27039622244677,0.300977744593854,0.271243425585951,0.998649928576342,0.999999839368419,0.99844172626203,0.998512977036729,0.999999874421479,0.998234473615928,0.998353594725613,0.999999910288298,0.997982471335146,0.051945357390877,0.000566800790518839,-0.0558042942693196,0.0545145364948589,0.000501155690884932,-0.0593964282152632,0.0573593924169966,0.00042358399034602,-0.0634900536130993,0.0591843957689385,0.0592912323024651
-0.728008920857004,-0.699056137968669,-0.727006549996371,0.27039622244677,0.300977744593854,0.271243425585951,1.26844262745515,1.30102668500313,1.26906343092345,0.998512977036729,0.999999874421479,0.998234473615928,0.998353594725613,0.999999910288298,0.997982471335146,0.998161377654283,0.999999951835807,0.997654219261899,0.0545145364948589,0.000501155690884932,-0.0593964282152632,0.0573593924169966,0.00042358399034602,-0.0634900536130993,0.0606124092847635,0.000310368141179305,-0.0684547937615068,0.0591740616283419,0.0592878163170828
-1.80305224291369,-1.7266684574536,-1.69914068763789,-0.808087325222851,-0.728008920857004,-0.699056137968669,0.18627364736202,0.27039622244677,0.300977744593854,0.995138675751015,0.998649928576342,0.999999839368419,0.994678024175064,0.998512977036729,0.999999874421479,0.994157465100361,0.998353594725613,0.999999910288298,0.0984835825126008,0.051945357390877,0.000566800790518839,0.103032170816648,0.0545145364948589,0.000501155690884932,0.10793949502024,0.0573593924169966,0.00042358399034602,0.053269923585948,0.0532987784458933
-0.808087325222851,-0.728008920857004,-0.699056137968669,0.18627364736202,0.27039622244677,0.300977744593854,1.17982070480432,1.26844262745515,1.30102668500313,0.994678024175064,0.998512977036729,0.999999874421479,0.994157465100361,0.998353594725613,0.999999910288298,0.993556947914739,0.998161377654283,0.999999951835807,0.103032170816648,0.0545145364948589,0.000501155690884932,0.10793949502024,0.0573593924169966,0.00042358399034602,0.113333981004593,0.0606124092847635,0.000310368141179305,0.0529532068656049,0.0529715070188979
-1.92367456384107,-1.80305224291369,-1.7266684574536,-0.934070138613226,-0.808087325222851,-0.728008920857004,0.0545614111212307,0.18627364736202,0.27039622244677,0.990032745754418,0.995138675751015,0.998649928576342,0.989168912584844,0.994678024175064,0.998512977036729,0.988207359474015,0.994157465100361,0.998353594725613,0.140837361285874,0.0984835825126008,0.051945357390877,0.146781682698209,0.103032170816648,0.0545145364948589,0.15312156830896,0.10793949502024,0.0573593924169966,0.0482634903559738,0.0482573958309657
-0.934070138613226,-0.808087325222851,-0.728008920857004,0.0545614111212307,0.18627364736202,0.27039622244677,1.04187599377034,1.17982070480432,1.26844262745515,0.989168912584844,0.994678024175064,0.998512977036729,0.988207359474015,0.994157465100361,0.998353594725613,0.987123420097892,0.993556947914739,0.998161377654283,0.146781682698209,0.103032170816648,0.0545145364948589,0.15312156830896,0.10793949502024,0.0573593924169966,0.159960474787495,0.113333981004593,0.0606124092847635,0.0477638262764317,0.0477383764546609
-2.08476848111789,-1.92367456384107,-1.80305224291369,-1.10163557717946,-0.934070138613226,-0.808087325222851,-0.119896882318752,0.0545614111212307,0.18627364736202,0.983755818541631,0.990032745754418,0.995138675751015,0.982481794311657,0.989168912584844,0.994678024175064,0.981072060440174,0.988207359474015,0.994157465100361,0.17951180876334,0.140837361285874,0.0984835825126008,0.186358589408017,0.146781682698209,0.103032170816648,0.193643002000259,0.15312156830896,0.10793949502024,0.0440232021222305,0.0442673948624526
