"i","x","y"
4190,0.1640625,0.109375
4186,0.1796875,0.09375
4188,0.1796875,0.1015625
4224,0.1875,0.09375
4226,0.1875,0.1015625
4225,0.1953125,0.09375
4227,0.1953125,0.1015625
4228,0.203125,0.09375
4230,0.203125,0.1015625
4229,0.2109375,0.09375
4231,0.2109375,0.1015625
4240,0.21875,0.09375
4242,0.21875,0.1015625
4241,0.2265625,0.09375
4243,0.2265625,0.1015625
4244,0.234375,0.09375
4246,0.234375,0.1015625
4245,0.2421875,0.09375
4247,0.2421875,0.1015625
4539,0.25,0.09375
4541,0.25,0.1015625
4277,0.1484375,0.1328125
4288,0.15625,0.1328125
4283,0.1484375,0.140625
4294,0.15625,0.140625
4285,0.1484375,0.1484375
4296,0.15625,0.1484375
4307,0.1484375,0.15625
4318,0.15625,0.15625
4320,0.15625,0.1640625
4321,0.1640625,0.1640625
4326,0.15625,0.171875
4327,0.1640625,0.171875
4328,0.15625,0.1796875
4329,0.1640625,0.1796875
4388,0.1640625,0.1875
4391,0.171875,0.1875
4390,0.1640625,0.1953125
4393,0.171875,0.1953125
4396,0.1640625,0.203125
4399,0.171875,0.203125
4401,0.171875,0.2109375
4402,0.1796875,0.2109375
4417,0.171875,0.21875
4418,0.1796875,0.21875
4419,0.171875,0.2265625
4420,0.1796875,0.2265625
4425,0.171875,0.234375
4426,0.1796875,0.234375
4427,0.171875,0.2421875
4428,0.1796875,0.2421875
4980,0.1796875,0.25
5017,0.1875,0.25
4556,0.2890625,0.09375
4537,0.296875,0.0859375
4559,0.296875,0.09375
4538,0.3046875,0.0859375
4560,0.3046875,0.09375
4581,0.3125,0.0859375
4603,0.3125,0.09375
4540,0.2578125,0.09375
4542,0.2578125,0.1015625
4543,0.265625,0.09375
4545,0.265625,0.1015625
4544,0.2734375,0.09375
4546,0.2734375,0.1015625
4555,0.28125,0.09375
4557,0.28125,0.1015625
4558,0.2890625,0.1015625
4582,0.3203125,0.0859375
4604,0.3203125,0.09375
4585,0.328125,0.0859375
4607,0.328125,0.09375
4584,0.3359375,0.078125
4586,0.3359375,0.0859375
4595,0.34375,0.078125
4597,0.34375,0.0859375
4596,0.3515625,0.078125
4593,0.359375,0.0703125
4599,0.359375,0.078125
4594,0.3671875,0.0703125
4737,0.375,0.0625
4739,0.375,0.0703125
4600,0.3671875,0.078125
4598,0.3515625,0.0859375
4648,0.421875,0.0078125
4649,0.4296875,0.0078125
4654,0.421875,0.015625
4655,0.4296875,0.015625
4653,0.4140625,0.0234375
4656,0.421875,0.0234375
4675,0.4140625,0.03125
4678,0.421875,0.03125
4671,0.3984375,0.046875
4676,0.40625,0.0390625
4682,0.40625,0.046875
4669,0.3828125,0.0546875
4738,0.3828125,0.0625
4672,0.390625,0.0546875
4741,0.390625,0.0625
4673,0.3984375,0.0546875
4677,0.4140625,0.0390625
4866,0.0078125,0.3125
4867,0.0078125,0.3203125
4870,0.015625,0.3203125
4872,0.0078125,0.328125
4874,0.015625,0.328125
4876,0.015625,0.3359375
4877,0.0234375,0.3359375
4896,0.015625,0.34375
4897,0.0234375,0.34375
4899,0.0234375,0.3515625
4908,0.03125,0.3515625
4914,0.03125,0.359375
4915,0.0390625,0.359375
4917,0.0390625,0.3671875
4920,0.046875,0.3671875
5173,0.046875,0.375
5174,0.0546875,0.375
4982,0.1796875,0.2578125
5019,0.1875,0.2578125
4988,0.1796875,0.265625
5025,0.1875,0.265625
4990,0.1796875,0.2734375
5027,0.1875,0.2734375
5006,0.1796875,0.28125
5037,0.1875,0.28125
5008,0.1796875,0.2890625
5039,0.1875,0.2890625
5014,0.1796875,0.296875
5045,0.1875,0.296875
5016,0.1796875,0.3046875
5047,0.1875,0.3046875
5075,0.1796875,0.3125
5118,0.1875,0.3125
5077,0.1796875,0.3203125
5120,0.1875,0.3203125
5083,0.1796875,0.328125
5126,0.1875,0.328125
5085,0.1796875,0.3359375
5128,0.1875,0.3359375
5106,0.171875,0.34375
5107,0.1796875,0.34375
5108,0.171875,0.3515625
5109,0.1796875,0.3515625
5114,0.171875,0.359375
5115,0.1796875,0.359375
5113,0.1640625,0.3671875
5116,0.171875,0.3671875
5319,0.1640625,0.375
5322,0.171875,0.375
5176,0.0546875,0.3828125
5203,0.0625,0.3828125
5209,0.0625,0.390625
5210,0.0703125,0.390625
5212,0.0703125,0.3984375
5213,0.078125,0.390625
