"i","x","y"
915,0.103515625,-0.53125
646,0.10546875,-0.533203125
918,0.10546875,-0.53125
647,0.107421875,-0.533203125
688,0.109375,-0.53515625
690,0.109375,-0.533203125
919,0.107421875,-0.53125
685,0.115234375,-0.5390625
674,0.1171875,-0.541015625
696,0.1171875,-0.5390625
676,0.12109375,-0.54296875
671,0.123046875,-0.544921875
677,0.123046875,-0.54296875
1287,0.125,-0.544921875
1293,0.125,-0.54296875
675,0.119140625,-0.541015625
678,0.12109375,-0.541015625
697,0.119140625,-0.5390625
683,0.111328125,-0.537109375
684,0.11328125,-0.5390625
686,0.11328125,-0.537109375
689,0.111328125,-0.53515625
687,0.115234375,-0.537109375
773,0.08984375,-0.51953125
768,0.091796875,-0.521484375
774,0.091796875,-0.51953125
932,0.09375,-0.521484375
938,0.09375,-0.51953125
772,0.087890625,-0.517578125
775,0.08984375,-0.517578125
844,0.0859375,-0.515625
845,0.087890625,-0.515625
823,0.076171875,-0.50390625
862,0.078125,-0.505859375
868,0.078125,-0.50390625
821,0.072265625,-0.5
824,0.07421875,-0.501953125
825,0.07421875,-0.5
826,0.076171875,-0.501953125
835,0.083984375,-0.513671875
846,0.0859375,-0.513671875
841,0.083984375,-0.51171875
852,0.0859375,-0.51171875
861,0.080078125,-0.5078125
842,0.08203125,-0.509765625
864,0.08203125,-0.5078125
843,0.083984375,-0.509765625
863,0.080078125,-0.505859375
911,0.099609375,-0.52734375
916,0.1015625,-0.529296875
922,0.1015625,-0.52734375
931,0.095703125,-0.5234375
912,0.09765625,-0.525390625
934,0.09765625,-0.5234375
913,0.099609375,-0.525390625
917,0.103515625,-0.529296875
933,0.095703125,-0.521484375
1289,0.12890625,-0.546875
1204,0.130859375,-0.548828125
1290,0.130859375,-0.546875
1215,0.1328125,-0.548828125
1301,0.1328125,-0.546875
1218,0.138671875,-0.55078125
1255,0.140625,-0.552734375
1261,0.140625,-0.55078125
1216,0.134765625,-0.548828125
1217,0.13671875,-0.55078125
1219,0.13671875,-0.548828125
1302,0.134765625,-0.546875
1220,0.138671875,-0.548828125
1256,0.142578125,-0.552734375
1262,0.142578125,-0.55078125
1259,0.14453125,-0.552734375
1265,0.14453125,-0.55078125
1260,0.146484375,-0.552734375
1269,0.1484375,-0.5546875
1271,0.1484375,-0.552734375
1266,0.146484375,-0.55078125
1270,0.150390625,-0.5546875
1272,0.150390625,-0.552734375
1273,0.15234375,-0.5546875
1275,0.15234375,-0.552734375
1274,0.154296875,-0.5546875
1276,0.154296875,-0.552734375
1425,0.15625,-0.5546875
1427,0.15625,-0.552734375
1286,0.126953125,-0.546875
1288,0.126953125,-0.544921875
1291,0.12890625,-0.544921875
1426,0.158203125,-0.5546875
1428,0.158203125,-0.552734375
1429,0.16015625,-0.5546875
1431,0.16015625,-0.552734375
1430,0.162109375,-0.5546875
1432,0.162109375,-0.552734375
1441,0.1640625,-0.5546875
1443,0.1640625,-0.552734375
1442,0.166015625,-0.5546875
1444,0.166015625,-0.552734375
1445,0.16796875,-0.5546875
1447,0.16796875,-0.552734375
1446,0.169921875,-0.5546875
1448,0.169921875,-0.552734375
1489,0.171875,-0.5546875
1491,0.171875,-0.552734375
1490,0.173828125,-0.5546875
1492,0.173828125,-0.552734375
1495,0.17578125,-0.552734375
1501,0.17578125,-0.55078125
1496,0.177734375,-0.552734375
1502,0.177734375,-0.55078125
1507,0.1796875,-0.552734375
1513,0.1796875,-0.55078125
1514,0.181640625,-0.55078125
1516,0.181640625,-0.548828125
1517,0.18359375,-0.55078125
1519,0.18359375,-0.548828125
1518,0.185546875,-0.55078125
1520,0.185546875,-0.548828125
1689,0.1875,-0.548828125
1732,0.1875,-0.546875
1690,0.189453125,-0.548828125
1733,0.189453125,-0.546875
1736,0.19140625,-0.546875
1738,0.19140625,-0.544921875
1739,0.193359375,-0.544921875
1745,0.193359375,-0.54296875
1750,0.1953125,-0.544921875
1756,0.1953125,-0.54296875
1757,0.197265625,-0.54296875
1759,0.197265625,-0.541015625
1762,0.19921875,-0.541015625
1784,0.19921875,-0.5390625
1785,0.201171875,-0.5390625
1787,0.201171875,-0.537109375
1828,0.203125,-0.537109375
1834,0.203125,-0.53515625
1835,0.205078125,-0.53515625
1837,0.205078125,-0.533203125
1840,0.20703125,-0.533203125
1932,0.20703125,-0.53125
1933,0.208984375,-0.53125
1935,0.208984375,-0.529296875
1946,0.2109375,-0.529296875
1941,0.208984375,-0.52734375
1952,0.2109375,-0.52734375
1954,0.2109375,-0.525390625
1955,0.212890625,-0.525390625
1977,0.212890625,-0.5234375
1980,0.21484375,-0.5234375
1979,0.212890625,-0.521484375
1982,0.21484375,-0.521484375
1988,0.21484375,-0.51953125
1989,0.216796875,-0.51953125
1990,0.21484375,-0.517578125
1991,0.216796875,-0.517578125
2016,0.216796875,-0.515625
2108,0.21875,-0.515625
2110,0.21875,-0.513671875
2111,0.220703125,-0.513671875
2116,0.21875,-0.51171875
2117,0.220703125,-0.51171875
2118,0.21875,-0.509765625
2119,0.220703125,-0.509765625
2139,0.220703125,-0.5078125
2142,0.22265625,-0.5078125
2141,0.220703125,-0.505859375
2144,0.22265625,-0.505859375
2152,0.22265625,-0.50390625
2153,0.224609375,-0.50390625
2154,0.22265625,-0.501953125
2156,0.224609375,-0.501953125
2155,0.22265625,-0.5
2157,0.224609375,-0.5
2912,-0.447265625,-0.359375
2837,-0.4453125,-0.361328125
2923,-0.4453125,-0.359375
2838,-0.443359375,-0.361328125
2839,-0.44140625,-0.36328125
2841,-0.44140625,-0.361328125
2924,-0.443359375,-0.359375
2840,-0.439453125,-0.36328125
2842,-0.439453125,-0.361328125
3325,-0.4375,-0.36328125
3327,-0.4375,-0.361328125
2872,-0.455078125,-0.35546875
2909,-0.453125,-0.357421875
2915,-0.453125,-0.35546875
2891,-0.4609375,-0.3515625
2870,-0.458984375,-0.353515625
2892,-0.458984375,-0.3515625
2873,-0.45703125,-0.353515625
2895,-0.45703125,-0.3515625
2874,-0.455078125,-0.353515625
2882,-0.462890625,-0.349609375
2893,-0.4609375,-0.349609375
2887,-0.46484375,-0.34765625
2888,-0.462890625,-0.34765625
2886,-0.466796875,-0.345703125
2889,-0.46484375,-0.345703125
3156,-0.46875,-0.34375
3157,-0.466796875,-0.34375
2910,-0.451171875,-0.357421875
2911,-0.44921875,-0.359375
2913,-0.44921875,-0.357421875
2916,-0.451171875,-0.35546875
2914,-0.447265625,-0.357421875
3025,-0.470703125,-0.33984375
